cliente,cod_cliente,mes,articulo,descripcion,m2,ingresos,cv_pintura,cv_quimicos,cv_mod,cmg,cmg_por_m2
ANSA,10011,1,000105,"MENSULAS 0,43 A 0,53 M DE LARGO",290.52,645600.0,363960.1779229001,44019.74542781464,45877.374688894364,191742.70196039087,659.998285695962
AXEL,10000,1,000017,FRENTE HORNO 30 NEGRO,53.2,127452.5883460465,66648.35971877423,8060.892388681464,8401.06131574136,44342.27492284944,833.5014083242376
AXEL,10000,1,000019,FRENTE HORNO 45 NEGRO,144.0,344984.44965847174,180401.575178637,21818.95684154381,22739.714839600674,120024.20279869027,833.501408324238
AXEL,10000,1,000421,CONJUNTO PURIFICADOR BLANCO,1815.36,4349103.9620278,2274262.5244186833,275064.3159157289,286672.00507789914,1513105.116615489,833.5014083242381
AXEL,10000,1,000426,FRENTE HORNO 60 NEGRO,70.0,167700.77413953486,87695.21015628187,10606.437353528241,11054.028047028105,58345.09858269664,833.5014083242378
AXEL,10000,1,000511,CONJUNTO PURIFICADOR NEGRO,475.8,1139886.1190798671,596076.8713194131,72093.46989726767,75135.80778251389,396579.97008067253,833.5014083242381
AXEL,10000,1,000550,CONJUNTO PURIFICADOR MARRON,183.0,438417.73810764117,229260.33512285116,27728.25765279526,28898.387608659188,152530.75772333556,833.501408324238
AXEL,10000,1,000553,CONJUNTO PURIFICADOR PLATIL,1021.14,2446370.978640638,1279272.6699855097,154723.67770259755,161253.0028563183,851121.6280962123,833.5014083242379
DANES SRL,10016,1,000168,TANQUE DE AIRE (GRAFITO),22.68,137252.11885714284,28413.248090635327,3436.48570254315,3581.505087237106,101820.87997672724,4489.456789097321
DANES SRL,10016,1,000169,TANQUE DE AIRE (SHELL),21.42,129627.00114285716,26834.734307822255,3245.569830179642,3382.5325823906005,96164.16442246467,4489.456789097323
FRIC ROT,10001,1,000040,VAINA T2U13005,45.0,243383.93617021278,56375.49224332406,6818.42401298244,7106.16088737521,173083.85902653108,3846.3079783673575
FRIC ROT,10001,1,000041,VAINA T2U15001,36.0,194707.1489361702,45100.39379465925,5454.739210385953,5684.9287099001685,138467.08722122485,3846.307978367357
FRIC ROT,10001,1,000042,VAINA T2U15002,705.0,3813015.0,883216.0451454103,106821.97620339158,111329.85390221165,2711647.124748986,3846.3079783673566
FRIC ROT,10001,1,000045,VAINA T2U14005,60.0,324511.91489361704,75167.32299109876,9091.232017309922,9474.881183166948,230778.4787020414,3846.307978367357
INDUSTRIAS BONO,10002,1,000368,RIENDA LATERAL LINEA NUOVO 800/20 PINTADA,52.25,186465.66588822354,65458.210438081835,7916.9478817407235,8251.04236367455,104839.46520472642,2006.4969417172522
INDUSTRIAS BONO,10002,1,000371,VIGA LATERAL LINEA NUOVO 800/20 PINTADA,65.44,233537.09427225546,81982.49360895836,9915.503720212688,10333.937077107417,131305.159865977,2006.4969417172526
INDUSTRIAS BONO,10002,1,000383,LATERAL MOSTRADOR DE ENCASTRE M.E.R. CH22 0.7-0.9 BLANCO,7.56,26979.529839520957,9471.082696878442,1145.4952341810501,1193.8350290790354,15169.11687938243,2006.4969417172529
JAIME,10013,1,000084,"MENSULAS 0,43 A 0,53 M DE LARGO",371.0,1084400.0,464784.613828294,56214.117973699686,58586.34864924896,504814.9195487574,1360.6871146866777
MENGARELLI RUBEN JOSE,10040,1,000555,COLUMNA CONFOR 5 MTS (NEGRO),15.0,114545.45454545454,18791.83074777469,2272.8080043274804,2368.720295791737,91112.09549756064,6074.139699837377
MENGARELLI RUBEN JOSE,10040,1,000556,COLUMNA CONFOR 7MTS (NEGRO),7.0,53454.545454545456,8769.521015628186,1060.643735352824,1105.4028047028105,42518.97789886164,6074.139699837377
PULPEIRO,10015,1,000070,LL R-26/7/8/9 ESPECIALES P02,1096.8,1400221.0730290457,1374058.664277285,166187.72127642535,173200.82802829178,-313226.1405529565,-285.5818203436875
PULPEIRO,10015,1,000071,LL R-12/14/15/16/20 ECONOMICA P03,60.0,76598.52697095436,75167.32299109876,9091.232017309922,9474.881183166948,-17134.909220621263,-285.5818203436877
ANSA,10011,2,000105,"MENSULAS 0,43 A 0,53 M DE LARGO",356.58,928400.0,206026.81508974225,25809.417944434954,68169.28161389043,628394.4853519325,1762.2819152838983
AXEL,10000,2,000019,FRENTE HORNO 45 NEGRO,144.0,334352.77503984043,83201.13683583736,10422.783622184737,27529.240429637735,213199.6141521806,1480.5528760568097
AXEL,10000,2,000421,CONJUNTO PURIFICADOR BLANCO,3081.72,7155428.013165119,1780573.6625676157,223056.25516777186,589148.6862279387,4562649.409201792,1480.55287605681
AXEL,10000,2,000426,FRENTE HORNO 60 NEGRO,98.0,227545.63856878033,56622.99590216709,7093.283298431279,18735.177514614566,145094.1818535674,1480.5528760568102
AXEL,10000,2,000511,CONJUNTO PURIFICADOR NEGRO,183.0,424906.6516131306,105734.77806220998,13245.620853193104,34985.07637933129,270941.17631839623,1480.55287605681
AXEL,10000,2,000550,CONJUNTO PURIFICADOR MARRON,183.0,424906.6516131306,105734.77806220998,13245.620853193104,34985.07637933129,270941.17631839623,1480.55287605681
DANES SRL,10016,2,000149,CALZAS ALUMINIO ROJO,27.51,271906.3488941959,15894.883849679763,1991.1859544882095,5259.231973745376,248761.0471162826,9042.568052209472
DANES SRL,10016,2,000163,RIENDA SOPORTE TRAVESAÑO PORTA AUX (ESTRELLITA),25.2,249074.51807101918,14560.198946271537,1823.987133882329,4817.617075186603,227872.71491567872,9042.568052209474
DANES SRL,10016,2,000168,TANQUE DE AIRE (GRAFITO),113.4,1120835.3313195864,65520.89525822191,8207.94210247048,21679.276838339716,1025427.2171205542,9042.568052209472
DANES SRL,10016,2,000169,TANQUE DE AIRE (SHELL),63.0,622686.295177548,36400.49736567884,4559.9678347058225,12044.042687966508,569681.7872891967,9042.568052209472
DANES SRL,10016,2,000306,SOPORTE GUARDABARRO PARA TANQUE Y TOLVA (GRAFITO),43.12,426194.1753659661,24914.11819695352,3121.044651309763,8243.47810643041,389915.53441127244,9042.568052209474
DANES SRL,10016,2,000307,SOPORTE MATAFUEGOS DOBLE (GRAFITO),16.25,160613.52851801834,9389.017177655256,1176.1821795868193,3106.5983123723136,146941.73084840397,9042.568052209475
DANES SRL,10016,2,000338,SOPORTE MATAFUEGO DOBLE ESTRELLITA,1.5,14825.864170894,866.6785087066393,108.57066273109102,286.7629211420597,13563.85207831421,9042.568052209474
DANES SRL,10016,2,000472,SOPORTE MARIPOSA PORTA AUX COMPL (ESTRELLITA),13.6,134421.16848277225,7857.885145606862,984.3740087618919,2599.983818354675,122978.92551004881,9042.568052209472
FRIC ROT,10001,2,000040,VAINA T2U13005,90.0,498017.1671388102,52000.71052239835,6514.239763865461,17205.775268523583,422296.4415840228,4692.18268426692
FRIC ROT,10001,2,000041,VAINA T2U15001,144.0,796827.4674220964,83201.13683583736,10422.783622184737,27529.240429637735,675674.3065344365,4692.182684266921
FRIC ROT,10001,2,000042,VAINA T2U15002,705.0,3901134.47592068,407338.89909212035,51028.21148361277,134778.57293676806,3307988.792408179,4692.182684266921
